name,return_code,note,output_dir,command
crossover_reaction_diffusion_ld32_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_reaction_diffusion_ld32_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_reaction_diffusion_ld32_rl80 --systems reaction_diffusion --latent-dim 32 --rollout-len 80
crossover_heat_ld16_rl48,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld16_rl48,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld16_rl48 --systems heat --latent-dim 16 --rollout-len 48
crossover_heat_ld16_rl64,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld16_rl64,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld16_rl64 --systems heat --latent-dim 16 --rollout-len 64
crossover_heat_ld16_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld16_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld16_rl80 --systems heat --latent-dim 16 --rollout-len 80
crossover_heat_ld24_rl48,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld24_rl48,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld24_rl48 --systems heat --latent-dim 24 --rollout-len 48
crossover_heat_ld24_rl64,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld24_rl64,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld24_rl64 --systems heat --latent-dim 24 --rollout-len 64
crossover_heat_ld24_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld24_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld24_rl80 --systems heat --latent-dim 24 --rollout-len 80
crossover_heat_ld32_rl48,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld32_rl48,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld32_rl48 --systems heat --latent-dim 32 --rollout-len 48
crossover_heat_ld32_rl64,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld32_rl64,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld32_rl64 --systems heat --latent-dim 32 --rollout-len 64
crossover_heat_ld32_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_heat_ld32_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_heat_ld32_rl80 --systems heat --latent-dim 32 --rollout-len 80
crossover_burgers_ld16_rl48,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld16_rl48,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld16_rl48 --systems burgers --latent-dim 16 --rollout-len 48
crossover_burgers_ld16_rl64,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld16_rl64,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld16_rl64 --systems burgers --latent-dim 16 --rollout-len 64
crossover_burgers_ld16_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld16_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld16_rl80 --systems burgers --latent-dim 16 --rollout-len 80
crossover_burgers_ld24_rl48,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld24_rl48,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld24_rl48 --systems burgers --latent-dim 24 --rollout-len 48
crossover_burgers_ld24_rl64,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld24_rl64,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld24_rl64 --systems burgers --latent-dim 24 --rollout-len 64
crossover_burgers_ld24_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld24_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld24_rl80 --systems burgers --latent-dim 24 --rollout-len 80
crossover_burgers_ld32_rl48,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld32_rl48,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld32_rl48 --systems burgers --latent-dim 32 --rollout-len 48
crossover_burgers_ld32_rl64,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld32_rl64,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld32_rl64 --systems burgers --latent-dim 32 --rollout-len 64
crossover_burgers_ld32_rl80,0,Searches for the regime where hybrid can become corrective rather than destructive.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/crossover_burgers_ld32_rl80,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/crossover_burgers_ld32_rl80 --systems burgers --latent-dim 32 --rollout-len 80
late_ground_proxy_heat,0,Proxy for rare/late grounding behavior under longer horizon stress.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/late_ground_proxy_heat,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/late_ground_proxy_heat --systems heat --rollout-len 96 --latent-dim 24
late_ground_proxy_wave,0,Proxy for rare/late grounding behavior under longer horizon stress.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/late_ground_proxy_wave,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/late_ground_proxy_wave --systems wave --rollout-len 96 --latent-dim 24
late_ground_proxy_burgers,0,Proxy for rare/late grounding behavior under longer horizon stress.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/late_ground_proxy_burgers,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/late_ground_proxy_burgers --systems burgers --rollout-len 96 --latent-dim 24
late_ground_proxy_reaction_diffusion,0,Proxy for rare/late grounding behavior under longer horizon stress.,/home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v3/mission_runs/late_ground_proxy_reaction_diffusion,/home/irbsurfer/miniconda3/envs/helios-gpu-118/bin/python3 /home/irbsurfer/Projects/arqon/ArqonMaestro/research/latent_rollout/v2/ashley_latent_rollout_replication_v2.py --seed 7 --n-train 128 --n-val 32 --n-test 32 --ae-epochs 6 --dyn-epochs 8 --batch-size 32 --outdir mission_runs/late_ground_proxy_reaction_diffusion --systems reaction_diffusion --rollout-len 96 --latent-dim 24
